"","word","absolute.frequency","relative.frequency"
"233","franklin",69,0.0252747252747253
"234","zachari",69,0.0252747252747253
"235","came",68,0.0249084249084249
"236","quick",68,0.0249084249084249
"237","answer",68,0.0249084249084249
"238","ring",68,0.0249084249084249
"239","arriv",68,0.0249084249084249
"240","paus",68,0.0249084249084249
"241","pain",68,0.0249084249084249
"242","might",68,0.0249084249084249
"243","messag",68,0.0249084249084249
"244","anyth",68,0.0249084249084249
"245","imagin",68,0.0249084249084249
"246","tini",68,0.0249084249084249
"247","offic",67,0.0245421245421245
"248","demand",67,0.0245421245421245
"249","hear",67,0.0245421245421245
"250","walk",67,0.0245421245421245
"251","inform",67,0.0245421245421245
"252","sever",67,0.0245421245421245
"253","grid",67,0.0245421245421245
"254","wonder",66,0.0241758241758242
"255","bare",66,0.0241758241758242
"256","actual",66,0.0241758241758242
"257","canÂ",65,0.0238095238095238
"258","line",65,0.0238095238095238
"259","studi",65,0.0238095238095238
"260","desk",65,0.0238095238095238
"261","cours",64,0.0234432234432234
"262","without",64,0.0234432234432234
"263","heavi",64,0.0234432234432234
"264","center",64,0.0234432234432234
"265","everyth",64,0.0234432234432234
"266","gave",64,0.0234432234432234
"267","care",64,0.0234432234432234
"268","alreadi",64,0.0234432234432234
"269","strang",64,0.0234432234432234
"270","must",64,0.0234432234432234
"271","deep",63,0.0230769230769231
"272","dead",63,0.0230769230769231
"273","stand",63,0.0230769230769231
"274","instant",63,0.0230769230769231
"275","water",63,0.0230769230769231
"276","ran",63,0.0230769230769231
"277","although",63,0.0230769230769231
"278","piec",63,0.0230769230769231
"279","earth",63,0.0230769230769231
"280","held",62,0.0227106227106227
"281","shoulder",62,0.0227106227106227
"282","staircas",62,0.0227106227106227
"283","imag",62,0.0227106227106227
"284","deciph",62,0.0227106227106227
"285","rais",61,0.0223443223443223
"286","set",61,0.0223443223443223
"287","good",61,0.0223443223443223
"288","possibl",61,0.0223443223443223
"289","pyramidÂ",61,0.0223443223443223
"290","thank",60,0.021978021978022
"291","learn",60,0.021978021978022
"292","book",59,0.0216117216117216
"293","contain",59,0.0216117216117216
"294","besid",59,0.0216117216117216
"295","went",59,0.0216117216117216
"296","someon",59,0.0216117216117216
"297","galloway",59,0.0216117216117216
"298","offer",58,0.0212454212454212
"299","histori",58,0.0212454212454212
"300","littl",58,0.0212454212454212
"301","top",58,0.0212454212454212
"302","minut",58,0.0212454212454212
"303","letter",58,0.0212454212454212
"304","nation",58,0.0212454212454212
"305","speak",58,0.0212454212454212
"306","continu",58,0.0212454212454212
"307","silenc",58,0.0212454212454212
"308","andro",58,0.0212454212454212
"309","also",57,0.0208791208791209
"310","remain",57,0.0208791208791209
"311","complet",57,0.0208791208791209
"312","cold",57,0.0208791208791209
"313","anoth",57,0.0208791208791209
"314","engrav",57,0.0208791208791209
"315","massiv",56,0.0205128205128205
"316","motion",56,0.0205128205128205
"317","enough",56,0.0205128205128205
"318","maÂ",56,0.0205128205128205
"319","surpris",55,0.0201465201465201
"320","differ",55,0.0201465201465201
"321","magic",55,0.0201465201465201
"322","lab",55,0.0201465201465201
"323","live",54,0.0197802197802198
"324","outsid",54,0.0197802197802198
"325","truth",54,0.0197802197802198
"326","seal",54,0.0197802197802198
"327","alon",54,0.0197802197802198
"328","consid",54,0.0197802197802198
"329","access",54,0.0197802197802198
"330","forc",54,0.0197802197802198
"331","map",54,0.0197802197802198
"332","initi",53,0.0194139194139194
"333","hall",53,0.0194139194139194
"334","lay",53,0.0194139194139194
"335","happen",53,0.0194139194139194
"336","blood",53,0.0194139194139194
"337","corner",53,0.0194139194139194
"338","creat",53,0.0194139194139194
"339","white",52,0.019047619047619
"340","press",52,0.019047619047619
"341","play",52,0.019047619047619
"342","chang",52,0.019047619047619
"343","circl",52,0.019047619047619
"344","chamber",51,0.0186813186813187
"345","hurri",51,0.0186813186813187
"346","physic",51,0.0186813186813187
"347","familiar",51,0.0186813186813187
"348","glass",51,0.0186813186813187
"349","nunez",51,0.0186813186813187
"350","abaddon",51,0.0186813186813187
"351","dean",51,0.0186813186813187
"352","perfect",50,0.0183150183150183
"353","degre",50,0.0183150183150183
"354","heart",50,0.0183150183150183
"355","car",50,0.0183150183150183
"356","prepar",50,0.0183150183150183
"357","peopl",50,0.0183150183150183
"358","enter",50,0.0183150183150183
"359","inch",50,0.0183150183150183
"360","satoÂ",50,0.0183150183150183
"361","exist",49,0.0179487179487179
"362","chest",49,0.0179487179487179
"363","mouth",49,0.0179487179487179
"364","show",49,0.0179487179487179
"365","ten",49,0.0179487179487179
"366","start",49,0.0179487179487179
"367","liquid",49,0.0179487179487179
"368","death",48,0.0175824175824176
"369","illumin",48,0.0175824175824176
"370","heaven",48,0.0175824175824176
"371","quiet",48,0.0175824175824176
"372","near",48,0.0175824175824176
"373","privat",48,0.0175824175824176
"374","onto",48,0.0175824175824176
"375","home",48,0.0175824175824176
"376","tabl",48,0.0175824175824176
"377","metal",48,0.0175824175824176
"378","librari",47,0.0172161172161172
"379","probabl",47,0.0172161172161172
"380","chair",47,0.0172161172161172
"381","base",47,0.0172161172161172
"382","check",47,0.0172161172161172
"383","reason",47,0.0172161172161172
"384","larg",47,0.0172161172161172
"385","code",47,0.0172161172161172
"386","packag",47,0.0172161172161172
"387","bellamyÂ",47,0.0172161172161172
"388","startl",46,0.0168498168498168
"389","lie",46,0.0168498168498168
"390","may",46,0.0168498168498168
"391","sat",46,0.0168498168498168
"392","sacr",46,0.0168498168498168
"393","modern",46,0.0168498168498168
"394","later",46,0.0168498168498168
"395","kept",46,0.0168498168498168
"396","recal",46,0.0168498168498168
"397","hell",46,0.0168498168498168
"398","question",46,0.0168498168498168
"399","bibl",46,0.0168498168498168
"400","sbb",46,0.0168498168498168
"401","share",45,0.0164835164835165
"402","document",45,0.0164835164835165
"403","fill",45,0.0164835164835165
"404","spoke",45,0.0164835164835165
"405","closer",45,0.0164835164835165
"406","father",45,0.0164835164835165
"407","famili",45,0.0164835164835165
"408","put",45,0.0164835164835165
"409","listen",45,0.0164835164835165
"410","along",45,0.0164835164835165
"411","earlier",45,0.0164835164835165
"412","immedi",45,0.0164835164835165
"413","high",45,0.0164835164835165
"414","full",44,0.0161172161172161
"415","seat",44,0.0161172161172161
"416","glow",44,0.0161172161172161
"417","figur",44,0.0161172161172161
"418","carri",44,0.0161172161172161
"419","field",44,0.0161172161172161
"420","anyon",44,0.0161172161172161
"421","obvious",44,0.0161172161172161
"422","done",44,0.0161172161172161
"423","chief",44,0.0161172161172161
"424","warren",44,0.0161172161172161
"425","portal",43,0.0157509157509158
"426","fear",43,0.0157509157509158
"427","ear",43,0.0157509157509158
"428","lift",43,0.0157509157509158
"429","realli",43,0.0157509157509158
"430","corridor",43,0.0157509157509158
"431","receiv",43,0.0157509157509158
"432","certain",43,0.0157509157509158
"433","return",43,0.0157509157509158
"434","pleas",43,0.0157509157509158
"435","eight",43,0.0157509157509158
"436","longer",43,0.0157509157509158
"437","team",43,0.0157509157509158
"438","age",42,0.0153846153846154
"439","buri",42,0.0153846153846154
"440","lock",42,0.0153846153846154
"441","street",42,0.0153846153846154
"442","silent",42,0.0153846153846154
"443","lower",42,0.0153846153846154
"444","next",42,0.0153846153846154
"445","bottom",42,0.0153846153846154
"446","hour",42,0.0153846153846154
"447","flesh",42,0.0153846153846154
"448","explain",42,0.0153846153846154
"449","nowÂ",42,0.0153846153846154
"450","die",41,0.015018315018315
"451","sit",41,0.015018315018315
"452","leav",41,0.015018315018315
"453","past",41,0.015018315018315
"454","slowli",41,0.015018315018315
"455","pocket",41,0.015018315018315
"456","peer",41,0.015018315018315
"457","architect",41,0.015018315018315
"458","fact",40,0.0146520146520147
"459","begin",40,0.0146520146520147
"460","tradit",40,0.0146520146520147
"461","collect",40,0.0146520146520147
"462","woman",40,0.0146520146520147
"463","sorri",40,0.0146520146520147
"464","bring",40,0.0146520146520147
"465","shook",40,0.0146520146520147
"466","kill",40,0.0146520146520147
"467","beyond",40,0.0146520146520147
"468","rotunda",40,0.0146520146520147
"469","paper",40,0.0146520146520147
"470","knife",40,0.0146520146520147
"471","friend",39,0.0142857142857143
"472","warn",39,0.0142857142857143
"473","cover",39,0.0142857142857143
"474","short",39,0.0142857142857143
"475","mayb",39,0.0142857142857143
"476","five",39,0.0142857142857143
"477","promis",39,0.0142857142857143
"478","treasur",39,0.0142857142857143
"479","imposs",39,0.0142857142857143
"480","cross",39,0.0142857142857143
"481","video",39,0.0142857142857143
"482","helicopt",39,0.0142857142857143
"483","touch",38,0.0139194139194139
"484","today",38,0.0139194139194139
"485","altar",38,0.0139194139194139
"486","brotherÂ",38,0.0139194139194139
"487","gone",38,0.0139194139194139
"488","son",38,0.0139194139194139
"489","park",38,0.0139194139194139
"490","trust",38,0.0139194139194139
"491","matter",38,0.0139194139194139
"492","memori",38,0.0139194139194139
"493","univers",38,0.0139194139194139
"494","forward",38,0.0139194139194139
"495","push",38,0.0139194139194139
"496","hallway",38,0.0139194139194139
"497","simpl",38,0.0139194139194139
"498","blind",38,0.0139194139194139
"499","godÂ",38,0.0139194139194139
"500","knowledg",37,0.0135531135531136
"501","real",37,0.0135531135531136
"502","famous",37,0.0135531135531136
"503","pass",37,0.0135531135531136
"504","okay",37,0.0135531135531136
"505","earli",37,0.0135531135531136
"506","protect",37,0.0135531135531136
"507","stori",37,0.0135531135531136
"508","includ",36,0.0131868131868132
"509","remind",36,0.0131868131868132
"510","soon",36,0.0131868131868132
"511","unexpect",36,0.0131868131868132
"512","young",36,0.0131868131868132
"513","calm",36,0.0131868131868132
"514","quit",36,0.0131868131868132
"515","known",36,0.0131868131868132
"516","address",36,0.0131868131868132
"517","whatev",36,0.0131868131868132
"518","basement",36,0.0131868131868132
"519","sign",36,0.0131868131868132
"520","system",36,0.0131868131868132
"521","rather",36,0.0131868131868132
"522","total",36,0.0131868131868132
"523","unlock",36,0.0131868131868132
"524","flash",36,0.0131868131868132
"525","understood",36,0.0131868131868132
"526","fire",36,0.0131868131868132
"527","prison",36,0.0131868131868132
"528","safe",35,0.0128205128205128
"529","hung",35,0.0128205128205128
"530","enorm",35,0.0128205128205128
"531","pound",35,0.0128205128205128
"532","claim",35,0.0128205128205128
"533","sacrific",35,0.0128205128205128
"534","singl",35,0.0128205128205128
"535","surfac",35,0.0128205128205128
"536","tone",35,0.0128205128205128
"537","send",35,0.0128205128205128
"538","guy",35,0.0128205128205128
"539","rememb",35,0.0128205128205128
"540","experi",35,0.0128205128205128
"541","state",35,0.0128205128205128
"542","suggest",35,0.0128205128205128
"543","tank",35,0.0128205128205128
"544","less",34,0.0124542124542125
"545","taken",34,0.0124542124542125
"546","tip",34,0.0124542124542125
"547","expect",34,0.0124542124542125
"548","buildingÂ",34,0.0124542124542125
"549","okayÂ",34,0.0124542124542125
"550","wide",34,0.0124542124542125
"551","stair",34,0.0124542124542125
"552","miss",34,0.0124542124542125
"553","enlighten",34,0.0124542124542125
"554","recogn",33,0.0120879120879121
"555","empti",33,0.0120879120879121
"556","disappear",33,0.0120879120879121
"557","rose",33,0.0120879120879121
"558","person",33,0.0120879120879121
"559","gold",33,0.0120879120879121
"560","screen",33,0.0120879120879121
"561","page",32,0.0117216117216117
"562","entranc",32,0.0117216117216117
"563","ceil",32,0.0117216117216117
"564","given",32,0.0117216117216117
"565","echo",32,0.0117216117216117
"566","descend",32,0.0117216117216117
"567","laugh",32,0.0117216117216117
"568","chuckl",32,0.0117216117216117
"569","akhÂ",32,0.0117216117216117
"570","attempt",32,0.0117216117216117
"571","robertÂ",32,0.0117216117216117
"572","part",32,0.0117216117216117
"573","fell",32,0.0117216117216117
"574","radio",32,0.0117216117216117
"575","save",32,0.0117216117216117
"576","languag",32,0.0117216117216117
"577","noetic",31,0.0113553113553114
"578","ritual",31,0.0113553113553114
"579","neck",31,0.0113553113553114
"580","lectur",31,0.0113553113553114
"581","beam",31,0.0113553113553114
"582","americaÂ",31,0.0113553113553114
"583","card",31,0.0113553113553114
"584","object",31,0.0113553113553114
"585","remov",31,0.0113553113553114
"586","lot",31,0.0113553113553114
"587","yesÂ",31,0.0113553113553114
"588","art",31,0.0113553113553114
"589","materi",31,0.0113553113553114
"590","race",31,0.0113553113553114
"591","connect",31,0.0113553113553114
"592","nobodi",31,0.0113553113553114
"593","scientif",31,0.0113553113553114
"594","mother",31,0.0113553113553114
"595","intent",31,0.0113553113553114
"596","chao",31,0.0113553113553114
"597","assist",30,0.010989010989011
"598","hundr",30,0.010989010989011
"599","hair",30,0.010989010989011
"600","serious",30,0.010989010989011
"601","drive",30,0.010989010989011
"602","lead",30,0.010989010989011
"603","better",30,0.010989010989011
"604","shock",30,0.010989010989011
"605","impress",30,0.010989010989011
"606","somehow",30,0.010989010989011
"607","specif",30,0.010989010989011
"608","break",30,0.010989010989011
"609","cathedr",30,0.010989010989011
"610","refer",29,0.0106227106227106
"611","palm",29,0.0106227106227106
"612","led",29,0.0106227106227106
"613","holi",29,0.0106227106227106
"614","lit",29,0.0106227106227106
"615","burn",29,0.0106227106227106
"616","four",29,0.0106227106227106
"617","drew",29,0.0106227106227106
"618","despit",29,0.0106227106227106
"619","sirÂ",29,0.0106227106227106
"620","surround",29,0.0106227106227106
"621","display",29,0.0106227106227106
"622","posit",29,0.0106227106227106
"623","whose",29,0.0106227106227106
"624","describ",29,0.0106227106227106
"625","visitor",29,0.0106227106227106
"626","grab",29,0.0106227106227106
"627","laid",29,0.0106227106227106
"628","simpli",29,0.0106227106227106
"629","scan",29,0.0106227106227106
"630","process",29,0.0106227106227106
"631","research",29,0.0106227106227106
"632","import",29,0.0106227106227106
"633","liter",29,0.0106227106227106
"634","smell",29,0.0106227106227106
"635","sinc",28,0.0102564102564103
"636","skull",28,0.0102564102564103
"637","wit",28,0.0102564102564103
"638","lung",28,0.0102564102564103
"639","leather",28,0.0102564102564103
"640","professorÂ",28,0.0102564102564103
"641","discuss",28,0.0102564102564103
"642","photo",28,0.0102564102564103
"643","fast",28,0.0102564102564103
"644","unveil",28,0.0102564102564103
"645","utter",28,0.0102564102564103
"646","loud",28,0.0102564102564103
"647","eleg",28,0.0102564102564103
"648","though",28,0.0102564102564103
"649","els",28,0.0102564102564103
"650","rightÂ",28,0.0102564102564103
"651","student",28,0.0102564102564103
"652","wooden",28,0.0102564102564103
"653","giant",28,0.0102564102564103
"654","spiritu",28,0.0102564102564103
"655","hit",28,0.0102564102564103
"656","laptop",28,0.0102564102564103
"657","soul",28,0.0102564102564103
"658","omar",28,0.0102564102564103
"659","written",27,0.00989010989010989
"660","monument",27,0.00989010989010989
"661","master",27,0.00989010989010989
"662","soft",27,0.00989010989010989
"663","wind",27,0.00989010989010989
"664","mark",27,0.00989010989010989
"665","ahead",27,0.00989010989010989
"666","approach",27,0.00989010989010989
"667","write",27,0.00989010989010989
"668","cloth",27,0.00989010989010989
"669","event",27,0.00989010989010989
"670","form",27,0.00989010989010989
"671","smooth",27,0.00989010989010989
"672","shone",27,0.00989010989010989
"673","morn",27,0.00989010989010989
"674","wrong",27,0.00989010989010989
"675","deepli",27,0.00989010989010989
"676","repres",27,0.00989010989010989
"677","often",27,0.00989010989010989
"678","puzzl",27,0.00989010989010989
"679","confus",27,0.00989010989010989
"680","mankind",27,0.00989010989010989
"681","shadow",27,0.00989010989010989
"682","shot",27,0.00989010989010989
"683","paint",27,0.00989010989010989
"684","news",27,0.00989010989010989
"685","file",27,0.00989010989010989
"686","wordÂ",27,0.00989010989010989
"687","underground",26,0.00952380952380952
"688","leg",26,0.00952380952380952
"689","origin",26,0.00952380952380952
"690","love",26,0.00952380952380952
"691","similar",26,0.00952380952380952
"692","lip",26,0.00952380952380952
"693","grow",26,0.00952380952380952
"694","control",26,0.00952380952380952
"695","tunnel",26,0.00952380952380952
"696","terrifi",26,0.00952380952380952
"697","void",26,0.00952380952380952
"698","worldÂ",26,0.00952380952380952
"699","sir",26,0.00952380952380952
"700","atop",26,0.00952380952380952
"701","train",26,0.00952380952380952
"702","slip",26,0.00952380952380952
"703","everyon",26,0.00952380952380952
"704","bore",26,0.00952380952380952
"705","spot",26,0.00952380952380952
"706","museum",26,0.00952380952380952
"707","potenti",26,0.00952380952380952
"708","built",26,0.00952380952380952
"709","bit",26,0.00952380952380952
"710","christian",26,0.00952380952380952
"711","thousand",26,0.00952380952380952
"712","money",26,0.00952380952380952
"713","rest",26,0.00952380952380952
"714","flashlight",26,0.00952380952380952
"715","result",26,0.00952380952380952
"716","forgotten",26,0.00952380952380952
"717","jump",26,0.00952380952380952
"718","abl",26,0.00952380952380952
"719","main",25,0.00915750915750916
"720","climb",25,0.00915750915750916
"721","throat",25,0.00915750915750916
"722","admit",25,0.00915750915750916
"723","boy",25,0.00915750915750916
"724","narrow",25,0.00915750915750916
"725","daybag",25,0.00915750915750916
"726","citi",25,0.00915750915750916
"727","somewher",25,0.00915750915750916
"728","hesit",25,0.00915750915750916
"729","group",25,0.00915750915750916
"730","sigh",25,0.00915750915750916
"731","oneÂ",25,0.00915750915750916
"732","practic",25,0.00915750915750916
"733","skin",25,0.00915750915750916
"734","finish",25,0.00915750915750916
"735","cornerston",25,0.00915750915750916
"736","notic",25,0.00915750915750916
"737","tonightÂ",25,0.00915750915750916
"738","danger",25,0.00915750915750916
"739","advanc",25,0.00915750915750916
"740","dash",25,0.00915750915750916
"741","shape",25,0.00915750915750916
"742","pictur",25,0.00915750915750916
"743","unfortun",25,0.00915750915750916
"744","golden",25,0.00915750915750916
"745","comput",25,0.00915750915750916
"746","height",25,0.00915750915750916
"747","grasp",25,0.00915750915750916
"748","aliv",25,0.00915750915750916
"749","mass",25,0.00915750915750916
"750","accept",25,0.00915750915750916
"751","inde",25,0.00915750915750916
"752","block",24,0.00879120879120879
"753","precis",24,0.00879120879120879
"754","american",24,0.00879120879120879
"755","reflect",24,0.00879120879120879
"756","stay",24,0.00879120879120879
"757","view",24,0.00879120879120879
"758","slid",24,0.00879120879120879
"759","scientist",24,0.00879120879120879
"760","gather",24,0.00879120879120879
"761","religion",24,0.00879120879120879
"762","six",24,0.00879120879120879
"763","guest",24,0.00879120879120879
"764","fade",24,0.00879120879120879
"765","wrap",24,0.00879120879120879
"766","ascend",24,0.00879120879120879
"767","accord",24,0.00879120879120879
"768","greek",24,0.00879120879120879
"769","concern",24,0.00879120879120879
"770","design",24,0.00879120879120879
"771","fingertip",24,0.00879120879120879
"772","star",24,0.00879120879120879
"773","technolog",24,0.00879120879120879
"774","correct",24,0.00879120879120879
"775","jesus",24,0.00879120879120879
"776","except",24,0.00879120879120879
"777","couldnÂ",24,0.00879120879120879
"778","yes",24,0.00879120879120879
"779","puls",24,0.00879120879120879
"780","examin",24,0.00879120879120879
"781","whether",24,0.00879120879120879
"782","camera",24,0.00879120879120879
"783","ignor",24,0.00879120879120879
"784","trishÂ",24,0.00879120879120879
"785","urg",24,0.00879120879120879
"786","shine",24,0.00879120879120879
"787","other",23,0.00842490842490842
"788","centuri",23,0.00842490842490842
"789","invit",23,0.00842490842490842
"790","straight",23,0.00842490842490842
"791","foot",23,0.00842490842490842
"792","requir",23,0.00842490842490842
"793","gun",23,0.00842490842490842
"794","endur",23,0.00842490842490842
"795","distanc",23,0.00842490842490842
"796","area",23,0.00842490842490842
"797","possess",23,0.00842490842490842
"798","exit",23,0.00842490842490842
"799","forefath",23,0.00842490842490842
"800","desert",23,0.00842490842490842
"801","contact",23,0.00842490842490842
"802","choic",23,0.00842490842490842
"803","provid",23,0.00842490842490842
"804","usÂ",23,0.00842490842490842
"805","perhap",23,0.00842490842490842
"806","doubt",23,0.00842490842490842
"807","middl",23,0.00842490842490842
"808","natur",23,0.00842490842490842
"809","scream",23,0.00842490842490842
"810","unusu",23,0.00842490842490842
"811","edg",23,0.00842490842490842
"812","cube",23,0.00842490842490842
"813","polic",23,0.00842490842490842
"814","wheel",23,0.00842490842490842
"815","becam",23,0.00842490842490842
"816","level",23,0.00842490842490842
"817","wrote",23,0.00842490842490842
"818","mention",23,0.00842490842490842
"819","request",23,0.00842490842490842
"820","kalorama",23,0.00842490842490842
