"","word","absolute.frequency","relative.frequency"
"190","wonder",73,0.0281201848998459
"191","three",72,0.0277349768875193
"192","wait",72,0.0277349768875193
"193","didnt",72,0.0277349768875193
"194","imagin",72,0.0277349768875193
"195","vatican",71,0.0273497688751926
"196","truth",71,0.0273497688751926
"197","captain",71,0.0273497688751926
"198","peopl",70,0.0269645608628659
"199","london",70,0.0269645608628659
"200","jacqu",70,0.0269645608628659
"201","hous",70,0.0269645608628659
"202","consid",70,0.0269645608628659
"203","seen",70,0.0269645608628659
"204","art",69,0.0265793528505393
"205","grand",69,0.0265793528505393
"206","although",69,0.0265793528505393
"207","stop",69,0.0265793528505393
"208","question",69,0.0265793528505393
"209","front",69,0.0265793528505393
"210","cours",69,0.0265793528505393
"211","truck",69,0.0265793528505393
"212","templar",69,0.0265793528505393
"213","dark",68,0.0261941448382126
"214","ancient",68,0.0261941448382126
"215","small",68,0.0261941448382126
"216","sever",68,0.0261941448382126
"217","hidden",67,0.025808936825886
"218","fear",67,0.025808936825886
"219","kind",67,0.025808936825886
"220","let",67,0.025808936825886
"221","reveal",67,0.025808936825886
"222","window",67,0.025808936825886
"223","your",67,0.025808936825886
"224","obvious",67,0.025808936825886
"225","new",66,0.0254237288135593
"226","without",65,0.0250385208012327
"227","outsid",65,0.0250385208012327
"228","read",65,0.0250385208012327
"229","someon",65,0.0250385208012327
"230","enter",65,0.0250385208012327
"231","alway",65,0.0250385208012327
"232","within",64,0.024653312788906
"233","protect",63,0.0242681047765794
"234","minut",63,0.0242681047765794
"235","sudden",63,0.0242681047765794
"236","stand",63,0.0242681047765794
"237","quick",63,0.0242681047765794
"238","carri",63,0.0242681047765794
"239","possibl",62,0.0238828967642527
"240","came",62,0.0238828967642527
"241","inform",62,0.0238828967642527
"242","ago",62,0.0238828967642527
"243","answer",62,0.0238828967642527
"244","side",62,0.0238828967642527
"245","ever",61,0.023497688751926
"246","alreadi",61,0.023497688751926
"247","littl",61,0.023497688751926
"248","black",61,0.023497688751926
"249","immedi",61,0.023497688751926
"250","pope",61,0.023497688751926
"251","letter",61,0.023497688751926
"252","understand",60,0.0231124807395994
"253","sacr",60,0.0231124807395994
"254","pass",60,0.0231124807395994
"255","thing",60,0.0231124807395994
"256","anyth",60,0.0231124807395994
"257","actual",60,0.0231124807395994
"258","keep",60,0.0231124807395994
"259","christian",60,0.0231124807395994
"260","lie",59,0.0227272727272727
"261","clear",59,0.0227272727272727
"262","mind",59,0.0227272727272727
"263","modern",59,0.0227272727272727
"264","give",59,0.0227272727272727
"265","also",58,0.0223420647149461
"266","pleas",58,0.0223420647149461
"267","lisa",58,0.0223420647149461
"268","arm",58,0.0223420647149461
"269","set",58,0.0223420647149461
"270","enough",58,0.0223420647149461
"271","hard",57,0.0219568567026194
"272","galleri",57,0.0219568567026194
"273","run",57,0.0219568567026194
"274","remain",57,0.0219568567026194
"275","ill",57,0.0219568567026194
"276","hear",57,0.0219568567026194
"277","master",57,0.0219568567026194
"278","build",57,0.0219568567026194
"279","friend",56,0.0215716486902928
"280","feet",56,0.0215716486902928
"281","follow",56,0.0215716486902928
"282","everi",56,0.0215716486902928
"283","templ",56,0.0215716486902928
"284","reason",56,0.0215716486902928
"285","explain",56,0.0215716486902928
"286","famili",56,0.0215716486902928
"287","stori",55,0.0211864406779661
"288","exact",55,0.0211864406779661
"289","mona",55,0.0211864406779661
"290","goddess",55,0.0211864406779661
"291","everyth",55,0.0211864406779661
"292","pocket",55,0.0211864406779661
"293","forc",54,0.0208012326656394
"294","famous",54,0.0208012326656394
"295","femal",54,0.0208012326656394
"296","appear",54,0.0208012326656394
"297","appar",54,0.0208012326656394
"298","plane",54,0.0208012326656394
"299","shook",53,0.0204160246533128
"300","murder",53,0.0204160246533128
"301","enorm",53,0.0204160246533128
"302","cross",53,0.0204160246533128
"303","rais",53,0.0204160246533128
"304","offic",53,0.0204160246533128
"305","known",52,0.0200308166409861
"306","true",52,0.0200308166409861
"307","lost",52,0.0200308166409861
"308","got",52,0.0200308166409861
"309","pagan",52,0.0200308166409861
"310","secur",52,0.0200308166409861
"311","search",52,0.0200308166409861
"312","sangreal",52,0.0200308166409861
"313","five",51,0.0196456086286595
"314","talk",51,0.0196456086286595
"315","home",51,0.0196456086286595
"316","hour",50,0.0192604006163328
"317","meet",50,0.0192604006163328
"318","kill",50,0.0192604006163328
"319","young",50,0.0192604006163328
"320","trust",49,0.0188751926040062
"321","member",49,0.0188751926040062
"322","curat",49,0.0188751926040062
"323","live",49,0.0188751926040062
"324","dead",49,0.0188751926040062
"325","besid",49,0.0188751926040062
"326","motion",49,0.0188751926040062
"327","order",49,0.0188751926040062
"328","that",49,0.0188751926040062
"329","account",49,0.0188751926040062
"330","hope",48,0.0184899845916795
"331","plan",48,0.0184899845916795
"332","seat",48,0.0184899845916795
"333","deep",48,0.0184899845916795
"334","listen",48,0.0184899845916795
"335","orb",48,0.0184899845916795
"336","breath",47,0.0181047765793528
"337","instant",47,0.0181047765793528
"338","pain",47,0.0181047765793528
"339","sorri",47,0.0181047765793528
"340","rest",47,0.0181047765793528
"341","sure",47,0.0181047765793528
"342","studi",46,0.0177195685670262
"343","historian",46,0.0177195685670262
"344","held",46,0.0177195685670262
"345","blood",46,0.0177195685670262
"346","anyon",46,0.0177195685670262
"347","quiet",46,0.0177195685670262
"348","silent",46,0.0177195685670262
"349","boy",46,0.0177195685670262
"350","rosslyn",46,0.0177195685670262
"351","feminin",45,0.0173343605546995
"352","fact",45,0.0173343605546995
"353","slowli",45,0.0173343605546995
"354","brotherhood",45,0.0173343605546995
"355","locat",45,0.0173343605546995
"356","larg",45,0.0173343605546995
"357","monk",45,0.0173343605546995
"358","leonardo",44,0.0169491525423729
"359","perfect",44,0.0169491525423729
"360","die",44,0.0169491525423729
"361","heart",44,0.0169491525423729
"362","miss",44,0.0169491525423729
"363","person",44,0.0169491525423729
"364","sign",44,0.0169491525423729
"365","imag",44,0.0169491525423729
"366","earlier",44,0.0169491525423729
"367","shoulder",44,0.0169491525423729
"368","mysteri",44,0.0169491525423729
"369","demand",44,0.0169491525423729
"370","claim",44,0.0169491525423729
"371","pentacl",44,0.0169491525423729
"372","divin",43,0.0165639445300462
"373","includ",43,0.0165639445300462
"374","howev",43,0.0165639445300462
"375","went",43,0.0165639445300462
"376","offer",43,0.0165639445300462
"377","hurri",43,0.0165639445300462
"378","return",43,0.0165639445300462
"379","park",43,0.0165639445300462
"380","faith",42,0.0161787365177196
"381","royal",42,0.0161787365177196
"382","sion",42,0.0161787365177196
"383","citi",42,0.0161787365177196
"384","despit",42,0.0161787365177196
"385","tabl",42,0.0161787365177196
"386","better",42,0.0161787365177196
"387","familiar",42,0.0161787365177196
"388","four",42,0.0161787365177196
"389","great",42,0.0161787365177196
"390","driver",42,0.0161787365177196
"391","onto",42,0.0161787365177196
"392","glass",42,0.0161787365177196
"393","guard",42,0.0161787365177196
"394","chapel",42,0.0161787365177196
"395","happen",42,0.0161787365177196
"396","poem",42,0.0161787365177196
"397","newton",41,0.0157935285053929
"398","gate",41,0.0157935285053929
"399","red",41,0.0157935285053929
"400","show",41,0.0157935285053929
"401","silenc",41,0.0157935285053929
"402","cant",41,0.0157935285053929
"403","love",41,0.0157935285053929
"404","refer",41,0.0157935285053929
"405","near",41,0.0157935285053929
"406","care",40,0.0154083204930663
"407","kept",40,0.0154083204930663
"408","top",40,0.0154083204930663
"409","later",40,0.0154083204930663
"410","suspect",40,0.0154083204930663
"411","center",40,0.0154083204930663
"412","text",40,0.0154083204930663
"413","pyramid",40,0.0154083204930663
"414","learn",40,0.0154083204930663
"415","devil",40,0.0154083204930663
"416","american",39,0.0150231124807396
"417","entranc",39,0.0150231124807396
"418","lay",39,0.0150231124807396
"419","hide",39,0.0150231124807396
"420","seal",39,0.0150231124807396
"421","white",39,0.0150231124807396
"422","aim",39,0.0150231124807396
"423","next",39,0.0150231124807396
"424","other",39,0.0150231124807396
"425","alon",39,0.0150231124807396
"426","probabl",39,0.0150231124807396
"427","quit",39,0.0150231124807396
"428","sigh",39,0.0150231124807396
"429","male",39,0.0150231124807396
"430","franc",39,0.0150231124807396
"431","simpli",39,0.0150231124807396
"432","embassi",39,0.0150231124807396
"433","dial",39,0.0150231124807396
"434","altar",39,0.0150231124807396
"435","chalic",39,0.0150231124807396
"436","gettum",39,0.0150231124807396
"437","street",38,0.0146379044684129
"438","old",38,0.0146379044684129
"439","english",38,0.0146379044684129
"440","approach",38,0.0146379044684129
"441","put",38,0.0146379044684129
"442","els",38,0.0146379044684129
"443","tie",38,0.0146379044684129
"444","priest",38,0.0146379044684129
"445","paper",38,0.0146379044684129
"446","thank",37,0.0142526964560863
"447","earli",37,0.0142526964560863
"448","forward",37,0.0142526964560863
"449","heavi",37,0.0142526964560863
"450","past",37,0.0142526964560863
"451","ten",37,0.0142526964560863
"452","odd",37,0.0142526964560863
"453","wood",37,0.0142526964560863
"454","ive",37,0.0142526964560863
"455","origin",37,0.0142526964560863
"456","sister",37,0.0142526964560863
"457","sat",37,0.0142526964560863
"458","posit",36,0.0138674884437596
"459","earth",36,0.0138674884437596
"460","press",36,0.0138674884437596
"461","wide",36,0.0138674884437596
"462","laugh",36,0.0138674884437596
"463","repli",36,0.0138674884437596
"464","rather",36,0.0138674884437596
"465","concern",36,0.0138674884437596
"466","king",36,0.0138674884437596
"467","except",35,0.013482280431433
"468","empti",35,0.013482280431433
"469","done",35,0.013482280431433
"470","hung",35,0.013482280431433
"471","decid",35,0.013482280431433
"472","may",35,0.013482280431433
"473","bring",35,0.013482280431433
"474","metal",35,0.013482280431433
"475","emerg",35,0.013482280431433
"476","hallway",35,0.013482280431433
"477","system",35,0.013482280431433
"478","natur",35,0.013482280431433
"479","written",35,0.013482280431433
"480","museum",34,0.0130970724191063
"481","father",34,0.0130970724191063
"482","women",34,0.0130970724191063
"483","import",34,0.0130970724191063
"484","examin",34,0.0130970724191063
"485","ahead",34,0.0130970724191063
"486","becom",34,0.0130970724191063
"487","chang",34,0.0130970724191063
"488","contain",34,0.0130970724191063
"489","unexpect",34,0.0130970724191063
"490","fire",34,0.0130970724191063
"491","servic",33,0.0127118644067797
"492","vault",33,0.0127118644067797
"493","fell",33,0.0127118644067797
"494","spoke",33,0.0127118644067797
"495","gone",33,0.0127118644067797
"496","involv",33,0.0127118644067797
"497","sent",33,0.0127118644067797
"498","hesit",33,0.0127118644067797
"499","bare",33,0.0127118644067797
"500","centuri",33,0.0127118644067797
"501","shadow",33,0.0127118644067797
"502","ran",33,0.0127118644067797
"503","evid",33,0.0127118644067797
"504","break",33,0.0127118644067797
"505","chateau",33,0.0127118644067797
"506","british",33,0.0127118644067797
"507","lid",33,0.0127118644067797
"508","express",32,0.012326656394453
"509","start",32,0.012326656394453
"510","cathol",32,0.012326656394453
"511","part",32,0.012326656394453
"512","safe",32,0.012326656394453
"513","lean",32,0.012326656394453
"514","desert",32,0.012326656394453
"515","piec",32,0.012326656394453
"516","drop",32,0.012326656394453
"517","write",32,0.012326656394453
"518","perhap",32,0.012326656394453
"519","hes",32,0.012326656394453
"520","unfortun",32,0.012326656394453
"521","beauti",32,0.012326656394453
"522","cylind",32,0.012326656394453
"523","pilot",32,0.012326656394453
"524","abbey",31,0.0119414483821263
"525","danger",31,0.0119414483821263
"526","receiv",31,0.0119414483821263
"527","sinc",31,0.0119414483821263
"528","given",31,0.0119414483821263
"529","play",31,0.0119414483821263
"530","matter",31,0.0119414483821263
"531","privat",31,0.0119414483821263
"532","less",31,0.0119414483821263
"533","lock",31,0.0119414483821263
"534","cell",31,0.0119414483821263
"535","eager",31,0.0119414483821263
"536","air",31,0.0119414483821263
"537","nobodi",31,0.0119414483821263
"538","everyon",31,0.0119414483821263
"539","troubl",31,0.0119414483821263
"540","phi",31,0.0119414483821263
"541","crutch",31,0.0119414483821263
"542","ring",30,0.0115562403697997
"543","bar",30,0.0115562403697997
"544","ghost",30,0.0115562403697997
"545","possess",30,0.0115562403697997
"546","bed",30,0.0115562403697997
"547","month",30,0.0115562403697997
"548","belt",30,0.0115562403697997
"549","view",30,0.0115562403697997
"550","short",30,0.0115562403697997
"551","taxi",30,0.0115562403697997
"552","manuscript",30,0.0115562403697997
"553","hundr",30,0.0115562403697997
"554","religion",30,0.0115562403697997
"555","slip",30,0.0115562403697997
"556","finger",30,0.0115562403697997
"557","recogn",30,0.0115562403697997
"558","visit",30,0.0115562403697997
"559","inde",30,0.0115562403697997
"560","password",30,0.0115562403697997
"561","societi",29,0.011171032357473
"562","mention",29,0.011171032357473
"563","chamber",29,0.011171032357473
"564","lift",29,0.011171032357473
"565","hall",29,0.011171032357473
"566","check",29,0.011171032357473
"567","today",29,0.011171032357473
"568","garden",29,0.011171032357473
"569","train",29,0.011171032357473
"570","exit",29,0.011171032357473
"571","continu",29,0.011171032357473
"572","armor",29,0.011171032357473
"573","simpl",29,0.011171032357473
"574","radio",29,0.011171032357473
"575","card",29,0.011171032357473
"576","hangar",29,0.011171032357473
"577","limousin",29,0.011171032357473
"578","news",28,0.0107858243451464
"579","wooden",28,0.0107858243451464
"580","cover",28,0.0107858243451464
"581","least",28,0.0107858243451464
"582","public",28,0.0107858243451464
"583","sit",28,0.0107858243451464
"584","liter",28,0.0107858243451464
"585","share",28,0.0107858243451464
"586","uncertain",28,0.0107858243451464
"587","lieuten",28,0.0107858243451464
"588","wrong",28,0.0107858243451464
"589","sanctuari",28,0.0107858243451464
"590","excit",28,0.0107858243451464
"591","tone",28,0.0107858243451464
"592","wheel",28,0.0107858243451464
"593","stay",28,0.0107858243451464
"594","buri",28,0.0107858243451464
"595","recal",28,0.0107858243451464
"596","admit",28,0.0107858243451464
"597","leg",28,0.0107858243451464
"598","note",28,0.0107858243451464
"599","worship",28,0.0107858243451464
"600","sandrin",28,0.0107858243451464
"601","lot",28,0.0107858243451464
"602","soft",28,0.0107858243451464
"603","villett",28,0.0107858243451464
"604","author",27,0.0104006163328197
"605","doubt",27,0.0104006163328197
"606","space",27,0.0104006163328197
"607","peer",27,0.0104006163328197
"608","along",27,0.0104006163328197
"609","death",27,0.0104006163328197
"610","pictur",27,0.0104006163328197
"611","hell",27,0.0104006163328197
"612","visitor",27,0.0104006163328197
"613","frown",27,0.0104006163328197
"614","grin",27,0.0104006163328197
"615","figur",27,0.0104006163328197
"616","often",27,0.0104006163328197
"617","ground",27,0.0104006163328197
"618","bezu",27,0.0104006163328197
"619","remov",27,0.0104006163328197
"620","mayb",27,0.0104006163328197
"621","intent",27,0.0104006163328197
"622","comput",27,0.0104006163328197
"623","soon",27,0.0104006163328197
"624","screen",27,0.0104006163328197
"625","dear",27,0.0104006163328197
"626","grab",26,0.0100154083204931
"627","ident",26,0.0100154083204931
"628","exist",26,0.0100154083204931
"629","tire",26,0.0100154083204931
"630","honor",26,0.0100154083204931
"631","expect",26,0.0100154083204931
"632","correct",26,0.0100154083204931
"633","strang",26,0.0100154083204931
"634","differ",26,0.0100154083204931
"635","flesh",26,0.0100154083204931
"636","command",26,0.0100154083204931
"637","begin",26,0.0100154083204931
"638","rome",26,0.0100154083204931
"639","beyond",26,0.0100154083204931
"640","interest",26,0.0100154083204931
"641","realli",26,0.0100154083204931
"642","high",26,0.0100154083204931
"643","hill",26,0.0100154083204931
"644","amaz",26,0.0100154083204931
"645","half",26,0.0100154083204931
"646","bibl",26,0.0100154083204931
"647","vers",26,0.0100154083204931
"648","wish",26,0.0100154083204931
"649","there",26,0.0100154083204931
"650","whether",26,0.0100154083204931
"651","land",26,0.0100154083204931
"652","legend",26,0.0100154083204931
"653","treasur",26,0.0100154083204931
"654","rosewood",26,0.0100154083204931
"655","initi",25,0.00963020030816641
"656","alarm",25,0.00963020030816641
"657","whose",25,0.00963020030816641
"658","wrote",25,0.00963020030816641
"659","climb",25,0.00963020030816641
"660","creat",25,0.00963020030816641
"661","attempt",25,0.00963020030816641
"662","rise",25,0.00963020030816641
"663","descend",25,0.00963020030816641
"664","guess",25,0.00963020030816641
"665","startl",25,0.00963020030816641
"666","spiritu",25,0.00963020030816641
"667","quest",25,0.00963020030816641
"668","state",25,0.00963020030816641
"669","sight",25,0.00963020030816641
"670","human",25,0.00963020030816641
"671","wave",25,0.00963020030816641
"672","doorway",25,0.00963020030816641
"673","draw",24,0.00924499229583975
"674","scan",24,0.00924499229583975
"675","hair",24,0.00924499229583975
"676","forev",24,0.00924499229583975
"677","roll",24,0.00924499229583975
"678","echo",24,0.00924499229583975
"679","calm",24,0.00924499229583975
"680","knowledg",24,0.00924499229583975
"681","present",24,0.00924499229583975
"682","religi",24,0.00924499229583975
"683","lower",24,0.00924499229583975
"684","proof",24,0.00924499229583975
"685","languag",24,0.00924499229583975
"686","dcpj",24,0.00924499229583975
"687","uneasi",24,0.00924499229583975
"688","soul",24,0.00924499229583975
"689","stair",24,0.00924499229583975
"690","serv",24,0.00924499229583975
"691","map",24,0.00924499229583975
"692","late",24,0.00924499229583975
"693","distanc",24,0.00924499229583975
"694","six",24,0.00924499229583975
"695","form",24,0.00924499229583975
"696","respons",24,0.00924499229583975
"697","area",24,0.00924499229583975
"698","sex",24,0.00924499229583975
"699","saintsulpic",24,0.00924499229583975
"700","dot",24,0.00924499229583975
"701","becam",24,0.00924499229583975
"702","histor",24,0.00924499229583975
"703","rear",24,0.00924499229583975
"704","rang",24,0.00924499229583975
"705","cup",24,0.00924499229583975
"706","blade",24,0.00924499229583975
"707","collect",23,0.0088597842835131
"708","astonish",23,0.0088597842835131
"709","architectur",23,0.0088597842835131
"710","pray",23,0.0088597842835131
"711","finish",23,0.0088597842835131
"712","corridor",23,0.0088597842835131
"713","circl",23,0.0088597842835131
"714","wit",23,0.0088597842835131
"715","pick",23,0.0088597842835131
"716","thousand",23,0.0088597842835131
"717","photo",23,0.0088597842835131
"718","shock",23,0.0088597842835131
"719","coincid",23,0.0088597842835131
"720","act",23,0.0088597842835131
"721","spot",23,0.0088597842835131
"722","proper",23,0.0088597842835131
"723","marbl",23,0.0088597842835131
"724","cold",23,0.0088597842835131
"725","gold",23,0.0088597842835131
"726","tradit",23,0.0088597842835131
"727","star",23,0.0088597842835131
"728","group",23,0.0088597842835131
"729","either",23,0.0088597842835131
"730","access",23,0.0088597842835131
"731","confus",23,0.0088597842835131
"732","case",23,0.0088597842835131
"733","puzzl",23,0.0088597842835131
"734","declar",23,0.0088597842835131
"735","fail",23,0.0088597842835131
"736","tip",23,0.0088597842835131
"737","fall",23,0.0088597842835131
"738","charg",23,0.0088597842835131
"739","drive",23,0.0088597842835131
"740","grouard",23,0.0088597842835131
"741","somewher",23,0.0088597842835131
"742","record",22,0.00847457627118644
"743","fibonacci",22,0.00847457627118644
"744","touch",22,0.00847457627118644
"745","complet",22,0.00847457627118644
"746","inch",22,0.00847457627118644
"747","drawn",22,0.00847457627118644
"748","monsieur",22,0.00847457627118644
"749","requir",22,0.00847457627118644
"750","manag",22,0.00847457627118644
"751","request",22,0.00847457627118644
"752","resid",22,0.00847457627118644
"753","saint",22,0.00847457627118644
"754","longer",22,0.00847457627118644
"755","ceil",22,0.00847457627118644
"756","somehow",22,0.00847457627118644
"757","memori",22,0.00847457627118644
"758","dream",22,0.00847457627118644
"759","common",22,0.00847457627118644
"760","clutch",22,0.00847457627118644
"761","electron",22,0.00847457627118644
"762","morn",22,0.00847457627118644
"763","suppos",22,0.00847457627118644
"764","arrest",22,0.00847457627118644
"765","road",22,0.00847457627118644
"766","heaven",22,0.00847457627118644
"767","bloodlin",22,0.00847457627118644
"768","inspector",22,0.00847457627118644
"769","research",21,0.00808936825885978
"770","recent",21,0.00808936825885978
"771","confirm",21,0.00808936825885978
"772","twenti",21,0.00808936825885978
"773","desper",21,0.00808936825885978
"774","hotel",21,0.00808936825885978
"775","slide",21,0.00808936825885978
"776","polit",21,0.00808936825885978
"777","sleep",21,0.00808936825885978
"778","usual",21,0.00808936825885978
"779","describ",21,0.00808936825885978
"780","wear",21,0.00808936825885978
"781","cut",21,0.00808936825885978
"782","assum",21,0.00808936825885978
"783","closer",21,0.00808936825885978
"784","wind",21,0.00808936825885978
"785","law",21,0.00808936825885978
"786","offici",21,0.00808936825885978
"787","des",21,0.00808936825885978
"788","mark",21,0.00808936825885978
"789","object",21,0.00808936825885978
"790","design",21,0.00808936825885978
"791","structur",21,0.00808936825885978
"792","game",21,0.00808936825885978
"793","yard",21,0.00808936825885978
"794","block",21,0.00808936825885978
"795","save",21,0.00808936825885978
"796","trace",21,0.00808936825885978
"797","race",21,0.00808936825885978
"798","hollow",21,0.00808936825885978
"799","shrug",21,0.00808936825885978
"800","jump",21,0.00808936825885978
"801","grow",21,0.00808936825885978
"802","send",21,0.00808936825885978
"803","control",21,0.00808936825885978
"804","hit",21,0.00808936825885978
"805","bit",21,0.00808936825885978
"806","clue",21,0.00808936825885978
"807","anagram",21,0.00808936825885978
"808","constantin",21,0.00808936825885978
"809","rock",21,0.00808936825885978
"810","client",21,0.00808936825885978
"811","rain",21,0.00808936825885978
"812","depart",20,0.00770416024653313
"813","deepli",20,0.00770416024653313
"814","ritual",20,0.00770416024653313
"815","archway",20,0.00770416024653313
"816","nearbi",20,0.00770416024653313
"817","knee",20,0.00770416024653313
"818","drew",20,0.00770416024653313
"819","level",20,0.00770416024653313
"820","huge",20,0.00770416024653313
"821","bore",20,0.00770416024653313
"822","harvard",20,0.00770416024653313
"823","full",20,0.00770416024653313
"824","shall",20,0.00770416024653313
"825","slid",20,0.00770416024653313
