"","word","AAD.freq","AAD.prop","DVC.freq","DVC.freq","dProp","dAbs"
"122","made",16,0.0634920634920635,123,0.0473805855161787,0.0161114779758848,0.0161114779758848
"123","suggest",6,0.0238095238095238,20,0.00770416024653313,0.0161053635629907,0.0161053635629907
"124","told",8,0.0317460317460317,124,0.0477657935285054,-0.0160197617824736,0.0160197617824736
"125","forth",5,0.0198412698412698,10,0.00385208012326656,0.0159891897180033,0.0159891897180033
"126","use",6,0.0238095238095238,103,0.0396764252696456,-0.0158669014601218,0.0158669014601218
"127","final",7,0.0277777777777778,113,0.0435285053929122,-0.0157507276151344,0.0157507276151344
"128","light",7,0.0277777777777778,113,0.0435285053929122,-0.0157507276151344,0.0157507276151344
"129","invis",5,0.0198412698412698,11,0.00423728813559322,0.0156039817056766,0.0156039817056766
"130","express",7,0.0277777777777778,32,0.012326656394453,0.0154511213833248,0.0154511213833248
"131","morn",6,0.0238095238095238,22,0.00847457627118644,0.0153349475383374,0.0153349475383374
"132","well",6,0.0238095238095238,101,0.0389060092449923,-0.0150964854354685,0.0150964854354685
"133","either",6,0.0238095238095238,23,0.0088597842835131,0.0149497395260107,0.0149497395260107
"134","appear",9,0.0357142857142857,54,0.0208012326656394,0.0149130530486463,0.0149130530486463
"135","peter",5,0.0198412698412698,13,0.00500770416024653,0.0148335656810233,0.0148335656810233
"136","real",5,0.0198412698412698,13,0.00500770416024653,0.0148335656810233,0.0148335656810233
"137","perfect",8,0.0317460317460317,44,0.0169491525423729,0.0147968792036589,0.0147968792036589
"138","tell",12,0.0476190476190476,162,0.0624036979969183,-0.0147846503778707,0.0147846503778707
"139","fire",7,0.0277777777777778,34,0.0130970724191063,0.0146807053586715,0.0146807053586715
"140","becam",6,0.0238095238095238,24,0.00924499229583975,0.0145645315136841,0.0145645315136841
"141","man",21,0.0833333333333333,254,0.0978428351309707,-0.0145095017976374,0.0145095017976374
"142","prepar",5,0.0198412698412698,14,0.00539291217257319,0.0144483576686967,0.0144483576686967
"143","can",10,0.0396825396825397,140,0.0539291217257319,-0.0142465820431922,0.0142465820431922
"144","comfort",5,0.0198412698412698,15,0.00577812018489985,0.01406314965637,0.01406314965637
"145","sun",5,0.0198412698412698,15,0.00577812018489985,0.01406314965637,0.01406314965637
"146","certain",5,0.0198412698412698,88,0.0338983050847458,-0.0140570352434759,0.0140570352434759
"147","ten",7,0.0277777777777778,37,0.0142526964560863,0.0135250813216915,0.0135250813216915
"148","accord",5,0.0198412698412698,18,0.00693374422187982,0.01290752561939,0.01290752561939
"149","prison",5,0.0198412698412698,18,0.00693374422187982,0.01290752561939,0.01290752561939
"150","probabl",7,0.0277777777777778,39,0.0150231124807396,0.0127546652970382,0.0127546652970382
"151","rememb",5,0.0198412698412698,20,0.00770416024653313,0.0121371095947367,0.0121371095947367
"152","mean",11,0.0436507936507936,82,0.0315870570107858,0.0120637366400078,0.0120637366400078
"153","air",6,0.0238095238095238,31,0.0119414483821263,0.0118680754273975,0.0118680754273975
"154","came",9,0.0357142857142857,62,0.0238828967642527,0.011831388950033,0.011831388950033
"155","assum",5,0.0198412698412698,21,0.00808936825885978,0.0117519015824101,0.0117519015824101
"156","save",5,0.0198412698412698,21,0.00808936825885978,0.0117519015824101,0.0117519015824101
"157","usual",5,0.0198412698412698,21,0.00808936825885978,0.0117519015824101,0.0117519015824101
"158","number",9,0.0357142857142857,123,0.0473805855161787,-0.011666299801893,0.011666299801893
"159","record",5,0.0198412698412698,22,0.00847457627118644,0.0113666935700834,0.0113666935700834
"160","return",7,0.0277777777777778,43,0.0165639445300462,0.0112138332477315,0.0112138332477315
"161","speak",10,0.0396825396825397,74,0.0285053929121726,0.0111771467703671,0.0111771467703671
"162","sent",6,0.0238095238095238,33,0.0127118644067797,0.0110976594027441,0.0110976594027441
"163","act",5,0.0198412698412698,23,0.0088597842835131,0.0109814855577567,0.0109814855577567
"164","fall",5,0.0198412698412698,23,0.0088597842835131,0.0109814855577567,0.0109814855577567
"165","just",13,0.0515873015873016,162,0.0624036979969183,-0.0108163964096167,0.0108163964096167
"166","alway",9,0.0357142857142857,65,0.0250385208012327,0.010675764913053,0.010675764913053
"167","fact",7,0.0277777777777778,45,0.0173343605546995,0.0104434172230782,0.0104434172230782
"168","rise",5,0.0198412698412698,25,0.00963020030816641,0.0102110695331034,0.0102110695331034
"169","everi",8,0.0317460317460317,56,0.0215716486902928,0.010174383055739,0.010174383055739
"170","high",5,0.0198412698412698,26,0.0100154083204931,0.00982586152077677,0.00982586152077677
"171","realli",5,0.0198412698412698,26,0.0100154083204931,0.00982586152077677,0.00982586152077677
"172","origin",6,0.0238095238095238,37,0.0142526964560863,0.00955682735343752,0.00955682735343752
"173","author",5,0.0198412698412698,27,0.0104006163328197,0.00944065350845012,0.00944065350845012
"174","often",5,0.0198412698412698,27,0.0104006163328197,0.00944065350845012,0.00944065350845012
"175","pictur",5,0.0198412698412698,27,0.0104006163328197,0.00944065350845012,0.00944065350845012
"176","work",7,0.0277777777777778,96,0.036979969183359,-0.00920219140558124,0.00920219140558124
"177","cours",9,0.0357142857142857,69,0.0265793528505393,0.00913493286374642,0.00913493286374642
"178","clear",8,0.0317460317460317,59,0.0227272727272727,0.00901875901875902,0.00901875901875902
"179","radio",5,0.0198412698412698,29,0.011171032357473,0.00867023748379681,0.00867023748379681
"180","make",9,0.0357142857142857,115,0.0442989214175655,-0.00858463570327977,0.00858463570327977
"181","possess",5,0.0198412698412698,30,0.0115562403697997,0.00828502947147015,0.00828502947147015
"182","littl",8,0.0317460317460317,61,0.023497688751926,0.0082483429941057,0.0082483429941057
"183","men",7,0.0277777777777778,93,0.035824345146379,-0.00804656736860127,0.00804656736860127
"184","receiv",5,0.0198412698412698,31,0.0119414483821263,0.00789982145914349,0.00789982145914349
"185","last",8,0.0317460317460317,102,0.039291217257319,-0.00754518551128721,0.00754518551128721
"186","truth",5,0.0198412698412698,71,0.0273497688751926,-0.00750849903392276,0.00750849903392276
"187","hous",5,0.0198412698412698,70,0.0269645608628659,-0.00712329102159611,0.00712329102159611
"188","person",6,0.0238095238095238,44,0.0169491525423729,0.00686037126715093,0.00686037126715093
"189","import",5,0.0198412698412698,34,0.0130970724191063,0.00674419742216352,0.00674419742216352
"190","word",15,0.0595238095238095,138,0.0531587057010786,0.00636510382273094,0.00636510382273094
"191","new",8,0.0317460317460317,66,0.0254237288135593,0.00632230293247242,0.00632230293247242
"192","two",12,0.0476190476190476,140,0.0539291217257319,-0.00631007410668428,0.00631007410668428
"193","never",14,0.0555555555555556,128,0.049306625577812,0.00624892997774353,0.00624892997774353
"194","much",7,0.0277777777777778,88,0.0338983050847458,-0.00612052730696799,0.00612052730696799
"195","studi",6,0.0238095238095238,46,0.0177195685670262,0.00608995524249761,0.00608995524249761
"196","anoth",8,0.0317460317460317,98,0.0377503852080123,-0.00600435346198058,0.00600435346198058
"197","kind",5,0.0198412698412698,67,0.025808936825886,-0.00596766698461614,0.00596766698461614
"198","dark",8,0.0317460317460317,68,0.0261941448382126,0.00555188690781911,0.00555188690781911
"199","world",11,0.0436507936507936,99,0.038135593220339,0.00551520043045466,0.00551520043045466
"200","plan",6,0.0238095238095238,48,0.0184899845916795,0.0053195392178443,0.0053195392178443
"201","book",6,0.0238095238095238,74,0.0285053929121726,-0.00469586910264877,0.00469586910264877
"202","later",5,0.0198412698412698,40,0.0154083204930663,0.00443294934820358,0.00443294934820358
"203","immedi",7,0.0277777777777778,61,0.023497688751926,0.00428008902585173,0.00428008902585173
"204","way",13,0.0515873015873016,123,0.0473805855161787,0.00420671607112285,0.00420671607112285
"205","call",18,0.0714285714285714,196,0.0755007704160247,-0.00407219898745323,0.00407219898745323
"206","wait",6,0.0238095238095238,72,0.0277349768875193,-0.00392545307799545,0.00392545307799545
"207","ever",5,0.0198412698412698,61,0.023497688751926,-0.0036564189106562,0.0036564189106562
"208","protect",7,0.0277777777777778,63,0.0242681047765794,0.00350967300119842,0.00350967300119842
"209","messag",10,0.0396825396825397,112,0.0431432973805855,-0.00346075769804584,0.00346075769804584
"210","howev",5,0.0198412698412698,43,0.0165639445300462,0.00327732531122361,0.00327732531122361
"211","art",6,0.0238095238095238,69,0.0265793528505393,-0.00276982904101548,0.00276982904101548
"212","pleas",5,0.0198412698412698,58,0.0223420647149461,-0.00250079487367623,0.00250079487367623
"213","power",11,0.0436507936507936,107,0.0412172573189522,0.00243353633184142,0.00243353633184142
"214","let",7,0.0277777777777778,67,0.025808936825886,0.0019688409518918,0.0019688409518918
"215","friend",5,0.0198412698412698,56,0.0215716486902928,-0.00173037884902292,0.00173037884902292
"216","hope",5,0.0198412698412698,48,0.0184899845916795,0.00135128524959033,0.00135128524959033
"217","exact",5,0.0198412698412698,55,0.0211864406779661,-0.00134517083669626,0.00134517083669626
"218","enter",6,0.0238095238095238,65,0.0250385208012327,-0.00122899699170886,0.00122899699170886
"219","give",6,0.0238095238095238,59,0.0227272727272727,0.00108225108225108,0.00108225108225108
"220","life",8,0.0317460317460317,80,0.0308166409861325,0.000929390759899233,0.000929390759899233
"221","peopl",7,0.0277777777777778,70,0.0269645608628659,0.000813216914911829,0.000813216914911829
"222","might",8,0.0317460317460317,82,0.0315870570107858,0.000158974735245919,0.000158974735245919
"223","chapter",12,0.0476190476190476,124,0.0477657935285054,-0.000146745909457777,0.000146745909457777
"224","ago",6,0.0238095238095238,62,0.0238828967642527,-7.33729547288883e-05,7.33729547288883e-05
