"","word","DVC.freq","DVC.prop","TLS.freq","TLS.freq","dProp","dAbs"
"117","chapel",42,0.0161787365177196,5,0.00183150183150183,0.0143472346862177,0.0143472346862177
"118","true",52,0.0200308166409861,93,0.0340659340659341,-0.0140351174249479,0.0140351174249479
"119","say",73,0.0281201848998459,115,0.0421245421245421,-0.0140043572246962,0.0140043572246962
"120","royal",42,0.0161787365177196,6,0.0021978021978022,0.0139809343199174,0.0139809343199174
"121","far",113,0.0435285053929122,81,0.0296703296703297,0.0138581757225825,0.0138581757225825
"122","voic",124,0.0477657935285054,168,0.0615384615384615,-0.0137726680099561,0.0137726680099561
"123","hope",48,0.0184899845916795,88,0.0322344322344322,-0.0137444476427527,0.0137444476427527
"124","chest",11,0.00423728813559322,49,0.0179487179487179,-0.0137114298131247,0.0137114298131247
"125","cell",31,0.0119414483821263,70,0.0256410256410256,-0.0136995772588993,0.0136995772588993
"126","divin",43,0.0165639445300462,8,0.00293040293040293,0.0136335415996433,0.0136335415996433
"127","christian",60,0.0231124807395994,26,0.00952380952380952,0.0135886712157899,0.0135886712157899
"128","massiv",18,0.00693374422187982,56,0.0205128205128205,-0.0135790762909407,0.0135790762909407
"129","eight",6,0.00231124807395994,43,0.0157509157509158,-0.0134396676769558,0.0134396676769558
"130","strang",26,0.0100154083204931,64,0.0234432234432234,-0.0134278151227304,0.0134278151227304
"131","account",49,0.0188751926040062,15,0.00549450549450549,0.0133806871095007,0.0133806871095007
"132","ring",30,0.0115562403697997,68,0.0249084249084249,-0.0133521845386252,0.0133521845386252
"133","secret",166,0.063944530046225,211,0.0772893772893773,-0.0133448472431523,0.0133448472431523
"134","corner",16,0.0061633281972265,53,0.0194139194139194,-0.0132505912166929,0.0132505912166929
"135","embassi",39,0.0150231124807396,5,0.00183150183150183,0.0131916106492378,0.0131916106492378
"136","male",39,0.0150231124807396,5,0.00183150183150183,0.0131916106492378,0.0131916106492378
"137","text",40,0.0154083204930663,78,0.0285714285714286,-0.0131631080783623,0.0131631080783623
"138","prepar",14,0.00539291217257319,50,0.0183150183150183,-0.0129221061424451,0.0129221061424451
"139","knife",5,0.00192604006163328,40,0.0146520146520147,-0.0127259745903814,0.0127259745903814
"140","murder",53,0.0204160246533128,21,0.00769230769230769,0.0127237169610051,0.0127237169610051
"141","see",220,0.0847457627118644,266,0.0974358974358974,-0.012690134724033,0.012690134724033
"142","physic",16,0.0061633281972265,51,0.0186813186813187,-0.0125179904840922,0.0125179904840922
"143","dial",39,0.0150231124807396,7,0.00256410256410256,0.012459009916637,0.012459009916637
"144","priest",38,0.0146379044684129,6,0.0021978021978022,0.0124401022706107,0.0124401022706107
"145","complet",22,0.00847457627118644,57,0.0208791208791209,-0.0124045446079344,0.0124045446079344
"146","reach",85,0.0327426810477658,123,0.0450549450549451,-0.0123122640071793,0.0123122640071793
"147","plan",48,0.0184899845916795,17,0.00622710622710623,0.0122628783645733,0.0122628783645733
"148","chair",13,0.00500770416024653,47,0.0172161172161172,-0.0122084130558707,0.0122084130558707
"149","end",103,0.0396764252696456,75,0.0274725274725275,0.0122038977971181,0.0122038977971181
"150","phone",114,0.0439137134052388,153,0.056043956043956,-0.0121302426387172,0.0121302426387172
"151","everi",56,0.0215716486902928,92,0.0336996336996337,-0.0121279850093409,0.0121279850093409
"152","master",57,0.0219568567026194,27,0.00989010989010989,0.0120667468125095,0.0120667468125095
"153","cold",23,0.0088597842835131,57,0.0208791208791209,-0.0120193365956078,0.0120193365956078
"154","new",66,0.0254237288135593,102,0.0373626373626374,-0.011938908549078,0.011938908549078
"155","hide",39,0.0150231124807396,73,0.0267399267399267,-0.0117168142591871,0.0117168142591871
"156","clear",59,0.0227272727272727,94,0.0344322344322344,-0.0117049617049617,0.0117049617049617
"157","way",123,0.0473805855161787,161,0.058974358974359,-0.0115937734581802,0.0115937734581802
"158","meet",50,0.0192604006163328,21,0.00769230769230769,0.0115680929240251,0.0115680929240251
"159","order",49,0.0188751926040062,83,0.0304029304029304,-0.0115277377989242,0.0115277377989242
"160","team",11,0.00423728813559322,43,0.0157509157509158,-0.0115136276153225,0.0115136276153225
"161","bare",33,0.0127118644067797,66,0.0241758241758242,-0.0114639597690445,0.0114639597690445
"162","mouth",17,0.00654853620955316,49,0.0179487179487179,-0.0114001817391648,0.0114001817391648
"163","code",74,0.0285053929121726,47,0.0172161172161172,0.0112892756960554,0.0112892756960554
"164","howev",43,0.0165639445300462,76,0.0278388278388278,-0.0112748833087816,0.0112748833087816
"165","hidden",67,0.025808936825886,101,0.036996336996337,-0.011187400170451,0.011187400170451
"166","number",123,0.0473805855161787,99,0.0362637362637363,0.0111168492524425,0.0111168492524425
"167","access",23,0.0088597842835131,54,0.0197802197802198,-0.0109204354967067,0.0109204354967067
"168","guy",5,0.00192604006163328,35,0.0128205128205128,-0.0108944727588795,0.0108944727588795
"169","sure",47,0.0181047765793528,79,0.0289377289377289,-0.0108329523583761,0.0108329523583761
"170","piec",32,0.012326656394453,63,0.0230769230769231,-0.0107502666824701,0.0107502666824701
"171","protect",63,0.0242681047765794,37,0.0135531135531136,0.0107149912234658,0.0107149912234658
"172","driver",42,0.0161787365177196,15,0.00549450549450549,0.0106842310232141,0.0106842310232141
"173","librari",17,0.00654853620955316,47,0.0172161172161172,-0.0106675810065641,0.0106675810065641
"174","illumin",18,0.00693374422187982,48,0.0175824175824176,-0.0106486733605378,0.0106486733605378
"175","tie",38,0.0146379044684129,11,0.00402930402930403,0.0106086004391089,0.0106086004391089
"176","black",61,0.023497688751926,93,0.0340659340659341,-0.010568245314008,0.010568245314008
"177","map",24,0.00924499229583975,54,0.0197802197802198,-0.01053522748438,0.01053522748438
"178","women",34,0.0130970724191063,7,0.00256410256410256,0.0105329698550038,0.0105329698550038
"179","ask",146,0.0562403697996918,125,0.0457875457875458,0.010452824012146,0.010452824012146
"180","find",142,0.0546995377503852,121,0.0443223443223443,0.0103771934280409,0.0103771934280409
"181","age",13,0.00500770416024653,42,0.0153846153846154,-0.0103769112243689,0.0103769112243689
"182","ran",33,0.0127118644067797,63,0.0230769230769231,-0.0103650586701434,0.0103650586701434
"183","field",15,0.00577812018489985,44,0.0161172161172161,-0.0103390959323163,0.0103390959323163
"184","newton",41,0.0157935285053929,15,0.00549450549450549,0.0102990230108874,0.0102990230108874
"185","base",18,0.00693374422187982,47,0.0172161172161172,-0.0102823729942374,0.0102823729942374
"186","circl",23,0.0088597842835131,52,0.019047619047619,-0.010187834764106,0.010187834764106
"187","enlighten",6,0.00231124807395994,34,0.0124542124542125,-0.0101429643802525,0.0101429643802525
"188","differ",26,0.0100154083204931,55,0.0201465201465201,-0.0101311118260271,0.0101311118260271
"189","sacrific",7,0.00269645608628659,35,0.0128205128205128,-0.0101240567342262,0.0101240567342262
"190","address",8,0.00308166409861325,36,0.0131868131868132,-0.0101051490881999,0.0101051490881999
"191","continu",29,0.011171032357473,58,0.0212454212454212,-0.0100743888879482,0.0100743888879482
"192","gave",87,0.0335130970724191,64,0.0234432234432234,0.0100698736291957,0.0100698736291957
"193","fear",67,0.025808936825886,43,0.0157509157509158,0.0100580210749702,0.0100580210749702
"194","stop",69,0.0265793528505393,100,0.0366300366300366,-0.0100506837794973,0.0100506837794973
"195","brotherhood",45,0.0173343605546995,20,0.00732600732600733,0.0100083532286922,0.0100083532286922
"196","histori",81,0.0312018489984592,58,0.0212454212454212,0.00995642775303792,0.00995642775303792
"197","inch",22,0.00847457627118644,50,0.0183150183150183,-0.00984044204383188,0.00984044204383188
"198","creat",25,0.00963020030816641,53,0.0194139194139194,-0.00978371910575301,0.00978371910575301
"199","initi",25,0.00963020030816641,53,0.0194139194139194,-0.00978371910575301,0.00978371910575301
"200","still",161,0.0620184899845917,196,0.0717948717948718,-0.00977638181028011,0.00977638181028011
"201","question",69,0.0265793528505393,46,0.0168498168498168,0.00972953600072244,0.00972953600072244
"202","bed",30,0.0115562403697997,5,0.00183150183150183,0.00972473853829786,0.00972473853829786
"203","small",68,0.0261941448382126,98,0.0358974358974359,-0.00970329105922326,0.00970329105922326
"204","obvious",67,0.025808936825886,44,0.0161172161172161,0.00969172070866986,0.00969172070866986
"205","blind",11,0.00423728813559322,38,0.0139194139194139,-0.0096821257838207,0.0096821257838207
"206","chief",17,0.00654853620955316,44,0.0161172161172161,-0.00956867990766296,0.00956867990766296
"207","gate",41,0.0157935285053929,17,0.00622710622710623,0.00956642227828669,0.00956642227828669
"208","pass",60,0.0231124807395994,37,0.0135531135531136,0.00955936718648583,0.00955936718648583
"209","aim",39,0.0150231124807396,15,0.00549450549450549,0.0095286069862341,0.0095286069862341
"210","step",82,0.0315870570107858,112,0.041025641025641,-0.0094385840148552,0.0094385840148552
"211","nod",92,0.0354391371340524,71,0.026007326007326,0.00943181112672638,0.00943181112672638
"212","chao",5,0.00192604006163328,31,0.0113553113553114,-0.00942927129367807,0.00942927129367807
"213","basement",10,0.00385208012326656,36,0.0131868131868132,-0.00933473306354662,0.00933473306354662
"214","son",12,0.00462249614791988,38,0.0139194139194139,-0.00929691777149404,0.00929691777149404
"215","name",102,0.039291217257319,82,0.03003663003663,0.00925458722068892,0.00925458722068892
"216","appar",54,0.0208012326656394,82,0.03003663003663,-0.00923539737099059,0.00923539737099059
"217","earth",36,0.0138674884437596,63,0.0230769230769231,-0.00920943463316345,0.00920943463316345
"218","templ",56,0.0215716486902928,84,0.0307692307692308,-0.00919758207893801,0.00919758207893801
"219","heavi",37,0.0142526964560863,64,0.0234432234432234,-0.00919052698713716,0.00919052698713716
"220","heaven",22,0.00847457627118644,48,0.0175824175824176,-0.00910784131123114,0.00910784131123114
"221","decid",35,0.013482280431433,12,0.0043956043956044,0.00908667603582858,0.00908667603582858
"222","evid",33,0.0127118644067797,10,0.00366300366300366,0.009048860743776,0.009048860743776
"223","servic",33,0.0127118644067797,10,0.00366300366300366,0.009048860743776,0.009048860743776
"224","eye",283,0.109013867488444,322,0.117948717948718,-0.00893485046027419,0.00893485046027419
"225","push",13,0.00500770416024653,38,0.0139194139194139,-0.00891170975916739,0.00891170975916739
"226","long",130,0.0500770416024653,161,0.058974358974359,-0.00889731737189364,0.00889731737189364
"227","last",102,0.039291217257319,83,0.0304029304029304,0.00888828685438855,0.00888828685438855
"228","two",140,0.0539291217257319,123,0.0450549450549451,0.00887417667078684,0.00887417667078684
"229","red",41,0.0157935285053929,19,0.00695970695970696,0.00883382154568595,0.00883382154568595
"230","glow",19,0.00731895223420647,44,0.0161172161172161,-0.00879826388300965,0.00879826388300965
"231","fill",20,0.00770416024653313,45,0.0164835164835165,-0.00877935623698336,0.00877935623698336
"232","tri",118,0.0454545454545455,148,0.0542124542124542,-0.00875790875790876,0.00875790875790876
"233","assist",6,0.00231124807395994,30,0.010989010989011,-0.00867776291505105,0.00867776291505105
"234","peopl",70,0.0269645608628659,50,0.0183150183150183,0.00864954254784763,0.00864954254784763
"235","rest",47,0.0181047765793528,26,0.00952380952380952,0.00858096705554333,0.00858096705554333
"236","unlock",12,0.00462249614791988,36,0.0131868131868132,-0.00856431703889331,0.00856431703889331
"237","boy",46,0.0177195685670262,25,0.00915750915750916,0.00856205940951704,0.00856205940951704
"238","come",109,0.0419876733436055,138,0.0505494505494506,-0.008561777205845,0.008561777205845
"239","real",13,0.00500770416024653,37,0.0135531135531136,-0.00854540939286702,0.00854540939286702
"240","contain",34,0.0130970724191063,59,0.0216117216117216,-0.00851464919261529,0.00851464919261529
"241","warn",15,0.00577812018489985,39,0.0142857142857143,-0.00850759410081444,0.00850759410081444
"242","appear",54,0.0208012326656394,80,0.0293040293040293,-0.00850279663838986,0.00850279663838986
"243","took",74,0.0285053929121726,101,0.036996336996337,-0.00849094408416442,0.00849094408416442
"244","suspect",40,0.0154083204930663,19,0.00695970695970696,0.00844861353335929,0.00844861353335929
"245","knew",135,0.0520030816640986,165,0.0604395604395604,-0.00843647877546182,0.00843647877546182
"246","ear",19,0.00731895223420647,43,0.0157509157509158,-0.00843196351670928,0.00843196351670928
"247","full",20,0.00770416024653313,44,0.0161172161172161,-0.00841305587068299,0.00841305587068299
"248","closer",21,0.00808936825885978,45,0.0164835164835165,-0.0083941482246567,0.0083941482246567
"249","lung",5,0.00192604006163328,28,0.0102564102564103,-0.00833037019477697,0.00833037019477697
"250","second",91,0.0350539291217257,73,0.0267399267399267,0.00831400238179899,0.00831400238179899
"251","beam",8,0.00308166409861325,31,0.0113553113553114,-0.0082736472566981,0.0082736472566981
"252","materi",8,0.00308166409861325,31,0.0113553113553114,-0.0082736472566981,0.0082736472566981
"253","hall",29,0.011171032357473,53,0.0194139194139194,-0.00824288705644638,0.00824288705644638
"254","societi",29,0.011171032357473,8,0.00293040293040293,0.0082406294270701,0.0082406294270701
"255","walk",85,0.0327426810477658,67,0.0245421245421245,0.00820055650564125,0.00820055650564125
"256","pound",12,0.00462249614791988,35,0.0128205128205128,-0.00819801667259294,0.00819801667259294
"257","carri",63,0.0242681047765794,44,0.0161172161172161,0.00815088865936323,0.00815088865936323
"258","faith",42,0.0161787365177196,22,0.00805860805860806,0.00812012845911151,0.00812012845911151
"259","feet",56,0.0215716486902928,81,0.0296703296703297,-0.00809868098003691,0.00809868098003691
"260","right",156,0.0600924499229584,142,0.052014652014652,0.00807779790830638,0.00807779790830638
"261","realiz",97,0.0373651771956857,124,0.0454212454212454,-0.00805606822555975,0.00805606822555975
"262","care",40,0.0154083204930663,64,0.0234432234432234,-0.00803490295015719,0.00803490295015719
"263","center",40,0.0154083204930663,64,0.0234432234432234,-0.00803490295015719,0.00803490295015719
"264","wood",37,0.0142526964560863,17,0.00622710622710623,0.00802559022898006,0.00802559022898006
"265","ever",61,0.023497688751926,86,0.0315018315018315,-0.00800414274990546,0.00800414274990546
"266","time",178,0.0685670261941448,209,0.0765567765567766,-0.00798975036263172,0.00798975036263172
"267","emerg",35,0.013482280431433,15,0.00549450549450549,0.00798777493692748,0.00798777493692748
"268","monument",5,0.00192604006163328,27,0.00989010989010989,-0.00796406982847661,0.00796406982847661
"269","involv",33,0.0127118644067797,13,0.00476190476190476,0.0079499596448749,0.0079499596448749
"270","leather",6,0.00231124807395994,28,0.0102564102564103,-0.00794516218245032,0.00794516218245032
"271","exist",26,0.0100154083204931,49,0.0179487179487179,-0.00793330962822488,0.00793330962822488
"272","neck",9,0.00346687211093991,31,0.0113553113553114,-0.00788843924437145,0.00788843924437145
"273","paus",85,0.0327426810477658,68,0.0249084249084249,0.00783425613934088,0.00783425613934088
"274","promis",17,0.00654853620955316,39,0.0142857142857143,-0.00773717807616113,0.00773717807616113
"275","day",99,0.038135593220339,83,0.0304029304029304,0.00773266281740858,0.00773266281740858
"276","follow",56,0.0215716486902928,80,0.0293040293040293,-0.00773238061373654,0.00773238061373654
"277","thank",37,0.0142526964560863,60,0.021978021978022,-0.00772532552193569,0.00772532552193569
"278","run",57,0.0219568567026194,81,0.0296703296703297,-0.00771347296771025,0.00771347296771025
"279","bottom",20,0.00770416024653313,42,0.0153846153846154,-0.00768045513808226,0.00768045513808226
"280","stori",55,0.0211864406779661,37,0.0135531135531136,0.00763332712485255,0.00763332712485255
"281","enorm",53,0.0204160246533128,35,0.0128205128205128,0.00759551183279997,0.00759551183279997
"282","demand",44,0.0169491525423729,67,0.0245421245421245,-0.00759297199975166,0.00759297199975166
"283","truth",71,0.0273497688751926,54,0.0197802197802198,0.00756954909497282,0.00756954909497282
"284","pilot",32,0.012326656394453,13,0.00476190476190476,0.00756475163254824,0.00756475163254824
"285","burn",8,0.00308166409861325,29,0.0106227106227106,-0.00754104652409737,0.00754104652409737
"286","taxi",30,0.0115562403697997,11,0.00402930402930403,0.00752693634049566,0.00752693634049566
"287","chamber",29,0.011171032357473,51,0.0186813186813187,-0.00751028632384565,0.00751028632384565
"288","garden",29,0.011171032357473,10,0.00366300366300366,0.00750802869446937,0.00750802869446937
"289","know",243,0.0936055469953775,276,0.101098901098901,-0.0074933541035236,0.0074933541035236
"290","surfac",14,0.00539291217257319,35,0.0128205128205128,-0.00742760064793963,0.00742760064793963
"291","cup",24,0.00924499229583975,5,0.00183150183150183,0.00741349046433792,0.00741349046433792
"292","total",15,0.00577812018489985,36,0.0131868131868132,-0.00740869300191334,0.00740869300191334
"293","whatev",15,0.00577812018489985,36,0.0131868131868132,-0.00740869300191334,0.00740869300191334
"294","friend",56,0.0215716486902928,39,0.0142857142857143,0.00728593440457847,0.00728593440457847
"295","longer",22,0.00847457627118644,43,0.0157509157509158,-0.00727633947972931,0.00727633947972931
"296","speak",74,0.0285053929121726,58,0.0212454212454212,0.00725997166675133,0.00725997166675133
"297","famous",54,0.0208012326656394,37,0.0135531135531136,0.00724811911252589,0.00724811911252589
"298","sound",102,0.039291217257319,127,0.0465201465201465,-0.00722892926282757,0.00722892926282757
"299","startl",25,0.00963020030816641,46,0.0168498168498168,-0.00721961654165044,0.00721961654165044
